company_id,ticker,company_name,sector,industry,description,market_cap_b,revenue_b,beta,pe_ratio,supply_chain_sensitivity,investment_usd
358,YJRG,Mid Sciences Inc.,Industrials,Transportation & Logistics,Mid Sciences designs and builds HVAC and building systems,0.5,13.98,1.2,24.2,MEDIUM,1000000
359,OJI,Prime Edge Inc.,Industrials,Construction & Engineering,Prime Edge provides defence electronics and military communication systems,42.52,52.37,1.24,22.2,HIGH,1000000
360,DTWM,Omni Stream Inc.,Industrials,Business Services,Omni Stream manufactures precision measurement and testing instruments,61.86,42.5,0.94,31.5,MEDIUM,1000000
361,XFT,Ultra Cast Inc.,Consumer Staples,Food & Beverages,Ultra Cast produces and distributes packaged food and snack brands,132.77,0.1,0.51,9.5,LOW,1000000
362,TFAG,Solid One Inc.,Consumer Staples,Personal Products,Solid One manufactures personal care and grooming products,0.5,109.06,0.5,19.2,MEDIUM,1000000
363,DNCJ,Atlas Services Inc.,Consumer Staples,Household Products,Atlas Services brews and markets global beer and beverage brands,200.84,19.64,0.58,37.4,LOW,1000000
364,LEY,Vertex Track Inc.,Consumer Staples,Food Retail,Vertex Track operates a nationwide grocery and supermarket chain,0.5,35.85,0.79,20.0,MEDIUM,1000000
365,GGGR,Scale Vision Inc.,Consumer Staples,Food & Beverages,Scale Vision produces cleaning and household maintenance products,229.68,0.1,0.59,16.3,HIGH,1000000
366,CZQH,Zenith Force Inc.,Consumer Staples,Personal Products,Zenith Force distributes premium coffee and hot beverage products,0.5,70.95,0.38,18.3,MEDIUM,1000000
367,NJX,Scale Logic Inc.,Consumer Staples,Household Products,Scale Logic manufactures infant nutrition and health food products,0.5,35.68,0.37,31.6,MEDIUM,1000000
368,LFN,Micro Equities Inc.,Consumer Staples,Food Retail,Micro Equities produces and distributes packaged food and snack brands,0.5,0.1,0.6,24.8,MEDIUM,1000000
369,VSMM,Jade Reach Inc.,Consumer Staples,Food & Beverages,Jade Reach manufactures personal care and grooming products,79.4,32.5,0.7,31.6,MEDIUM,1000000
370,DNX,Hawk Care Inc.,Consumer Staples,Personal Products,Hawk Care brews and markets global beer and beverage brands,0.5,23.61,0.72,33.7,LOW,1000000
371,WSV,Edge Equities Inc.,Consumer Staples,Household Products,Edge Equities operates a nationwide grocery and supermarket chain,91.1,2.83,0.1,27.9,LOW,1000000
372,UVE,Vertex Partners Inc.,Consumer Staples,Food Retail,Vertex Partners produces cleaning and household maintenance products,0.5,85.09,0.53,31.6,MEDIUM,1000000
373,JDA,Scale Track Inc.,Consumer Staples,Food & Beverages,Scale Track distributes premium coffee and hot beverage products,113.07,0.1,0.74,17.1,HIGH,1000000
374,WNT,Ember One Inc.,Consumer Staples,Personal Products,Ember One manufactures infant nutrition and health food products,45.25,29.28,0.38,11.1,LOW,1000000
375,NJBN,Liberty Works Inc.,Consumer Staples,Household Products,Liberty Works produces and distributes packaged food and snack brands,0.5,84.32,0.64,12.0,LOW,1000000
376,LGT,Edge Group Inc.,Consumer Staples,Food Retail,Edge Group manufactures personal care and grooming products,49.49,36.28,0.4,17.6,LOW,1000000
377,PDA,Vector Equities Inc.,Consumer Staples,Food & Beverages,Vector Equities brews and markets global beer and beverage brands,12.4,56.49,0.5,17.2,MEDIUM,1000000
378,GNOP,Vital Logic Inc.,Consumer Staples,Personal Products,Vital Logic operates a nationwide grocery and supermarket chain,74.18,0.1,0.55,15.8,MEDIUM,1000000
379,GHIS,Zenith Data Inc.,Consumer Staples,Household Products,Zenith Data produces cleaning and household maintenance products,48.51,0.1,0.68,15.0,MEDIUM,1000000
380,CNU,South Sciences Inc.,Consumer Staples,Food Retail,South Sciences distributes premium coffee and hot beverage products,187.48,161.32,0.47,13.1,HIGH,1000000
381,VMP,Ember Cast Inc.,Consumer Staples,Food & Beverages,Ember Cast manufactures infant nutrition and health food products,0.5,0.1,0.54,27.8,LOW,1000000
382,PNSP,Ideal Secure Inc.,Consumer Staples,Personal Products,Ideal Secure produces and distributes packaged food and snack brands,186.5,0.1,0.53,22.0,MEDIUM,1000000
383,APN,Liberty Sciences Inc.,Consumer Staples,Household Products,Liberty Sciences manufactures personal care and grooming products,50.16,31.44,0.57,23.4,HIGH,1000000
384,UJKP,Scale Analytics Inc.,Consumer Staples,Food Retail,Scale Analytics brews and markets global beer and beverage brands,119.04,56.35,0.55,19.7,LOW,1000000
385,JVFZ,Quest Wave Inc.,Consumer Staples,Food & Beverages,Quest Wave operates a nationwide grocery and supermarket chain,103.91,93.52,0.54,22.3,MEDIUM,1000000
386,IDNG,Smart Technologies Inc.,Consumer Staples,Personal Products,Smart Technologies produces cleaning and household maintenance products,0.5,50.54,0.58,17.6,MEDIUM,1000000
387,TYL,Quest Ventures Inc.,Consumer Staples,Household Products,Quest Ventures distributes premium coffee and hot beverage products,77.86,44.97,0.52,21.3,MEDIUM,1000000
388,RFI,Omni Path Inc.,Consumer Staples,Food Retail,Omni Path manufactures infant nutrition and health food products,43.1,79.21,0.32,19.9,MEDIUM,1000000
389,BYMJ,Steel Global Inc.,Consumer Staples,Food & Beverages,Steel Global produces and distributes packaged food and snack brands,108.81,13.46,0.65,31.1,LOW,1000000
390,TWF,Iron Therapeutics Inc.,Consumer Staples,Personal Products,Iron Therapeutics manufactures personal care and grooming products,76.45,53.67,0.55,30.3,LOW,1000000
391,PTOB,Ridge Labs Inc.,Consumer Staples,Household Products,Ridge Labs brews and markets global beer and beverage brands,262.31,18.25,0.42,17.2,LOW,1000000
392,ETNK,Steel Data Inc.,Consumer Staples,Food Retail,Steel Data operates a nationwide grocery and supermarket chain,0.5,40.16,0.8,25.6,MEDIUM,1000000
393,WULD,Scale Networks Inc.,Consumer Staples,Food & Beverages,Scale Networks produces cleaning and household maintenance products,5.16,0.1,0.54,22.7,HIGH,1000000
394,PGOG,Red World Inc.,Consumer Staples,Personal Products,Red World distributes premium coffee and hot beverage products,0.5,30.32,0.44,18.3,LOW,1000000
395,JKLO,Steel Shield Inc.,Consumer Staples,Household Products,Steel Shield manufactures infant nutrition and health food products,40.83,73.66,0.56,24.7,MEDIUM,1000000
396,FUTM,Atlas Energy Inc.,Energy,Oil & Gas Exploration,"Atlas Energy explores, produces, and markets crude oil and natural gas",182.69,0.1,1.06,15.5,MEDIUM,1000000
397,UHOO,Peak Corp Inc.,Energy,Renewable Energy,Peak Corp develops and operates utility-scale solar and wind farms,103.29,0.1,1.16,12.0,MEDIUM,1000000
398,TGJO,Macro IQ Inc.,Energy,Energy Equipment & Services,Macro IQ provides oilfield drilling and completion services,257.29,0.1,1.35,14.4,HIGH,1000000
399,ZHI,Safe Optima Inc.,Energy,Oil Refining & Marketing,Safe Optima refines crude oil into petroleum products and chemicals,195.82,82.18,1.25,7.5,MEDIUM,1000000
400,WQY,Pivot Secure Inc.,Energy,Oil & Gas Exploration,Pivot Secure builds and operates LNG export terminals and pipelines,90.65,12.1,0.97,10.0,MEDIUM,1000000
401,IHGQ,Metro Trust Inc.,Energy,Renewable Energy,Metro Trust manufactures wind turbines and renewable energy components,0.5,110.6,0.64,18.1,LOW,1000000
402,EWDG,Macro Works Inc.,Energy,Energy Equipment & Services,"Macro Works explores, produces, and markets crude oil and natural gas",79.6,108.01,1.18,5.0,HIGH,1000000
403,OAKT,Edge Corp Inc.,Energy,Oil Refining & Marketing,Edge Corp develops and operates utility-scale solar and wind farms,0.5,0.1,1.19,17.5,MEDIUM,1000000
404,TLD,Silver Therapeutics Inc.,Energy,Oil & Gas Exploration,Silver Therapeutics provides oilfield drilling and completion services,0.5,169.18,1.24,15.4,LOW,1000000
405,ZOHL,White Point Inc.,Energy,Renewable Energy,White Point refines crude oil into petroleum products and chemicals,0.5,0.1,1.38,21.3,MEDIUM,1000000
406,XMFC,Mono Labs Inc.,Energy,Energy Equipment & Services,Mono Labs builds and operates LNG export terminals and pipelines,195.75,36.45,1.05,15.8,LOW,1000000
407,IMA,Rise Works Inc.,Energy,Oil Refining & Marketing,Rise Works manufactures wind turbines and renewable energy components,71.36,0.1,1.21,8.9,MEDIUM,1000000
408,OEW,Pro Logic Inc.,Energy,Oil & Gas Exploration,"Pro Logic explores, produces, and markets crude oil and natural gas",0.5,0.1,1.2,23.5,HIGH,1000000
409,KGT,True Tech Inc.,Energy,Renewable Energy,True Tech develops and operates utility-scale solar and wind farms,0.5,0.1,1.12,9.5,HIGH,1000000
410,WEH,Union Networks Inc.,Energy,Energy Equipment & Services,Union Networks provides oilfield drilling and completion services,0.5,0.1,1.02,10.8,HIGH,1000000
411,ZAZ,Mid Global Inc.,Energy,Oil Refining & Marketing,Mid Global refines crude oil into petroleum products and chemicals,102.11,31.79,1.43,18.6,HIGH,1000000
412,IIU,Optimal Networks Inc.,Energy,Oil & Gas Exploration,Optimal Networks builds and operates LNG export terminals and pipelines,225.11,94.39,1.18,12.6,HIGH,1000000
413,UBME,Macro Technologies Inc.,Energy,Renewable Energy,Macro Technologies manufactures wind turbines and renewable energy components,237.64,9.86,1.16,14.6,MEDIUM,1000000
414,GZFT,Evolve Path Inc.,Energy,Energy Equipment & Services,"Evolve Path explores, produces, and markets crude oil and natural gas",0.5,160.87,1.1,10.5,LOW,1000000
415,QBY,Scale Crest Inc.,Energy,Oil Refining & Marketing,Scale Crest develops and operates utility-scale solar and wind farms,129.43,188.63,1.19,22.6,LOW,1000000
416,ZGL,Atlas Edge Inc.,Energy,Oil & Gas Exploration,Atlas Edge provides oilfield drilling and completion services,0.5,66.35,1.31,6.4,LOW,1000000
417,REUG,Rock Cloud Inc.,Energy,Renewable Energy,Rock Cloud refines crude oil into petroleum products and chemicals,248.93,4.4,1.09,9.0,HIGH,1000000
418,QSUD,Liberty Holdings Inc.,Energy,Energy Equipment & Services,Liberty Holdings builds and operates LNG export terminals and pipelines,59.14,0.1,1.73,12.8,MEDIUM,1000000
419,AJS,Macro Ventures Inc.,Energy,Oil Refining & Marketing,Macro Ventures manufactures wind turbines and renewable energy components,0.5,0.1,1.66,16.3,MEDIUM,1000000
420,OIM,Swift Vision Inc.,Energy,Oil & Gas Exploration,"Swift Vision explores, produces, and markets crude oil and natural gas",0.5,13.01,1.31,11.3,LOW,1000000
421,LUNT,Beacon Sciences Inc.,Utilities,Electric Utilities,Beacon Sciences operates regulated electric transmission and distribution,24.5,27.13,0.61,11.6,LOW,1000000
422,ERTE,Mid Holdings Inc.,Utilities,Gas Utilities,Mid Holdings distributes natural gas to residential and commercial customers,68.26,18.01,0.34,18.9,HIGH,1000000
423,EAC,Ion Corp Inc.,Utilities,Water Utilities,Ion Corp operates water treatment and municipal water supply infrastructure,0.5,16.97,0.66,18.1,LOW,1000000
424,BFSA,Jade Select Inc.,Utilities,Renewable Power Generation,"Jade Select generates electricity from solar, wind, and hydro sources",83.0,18.38,0.14,17.5,MEDIUM,1000000
425,VUBQ,Silver Capital Inc.,Utilities,Electric Utilities,Silver Capital operates a nuclear power generation fleet,44.62,11.94,0.42,9.5,LOW,1000000
426,SNE,Silver Services Inc.,Utilities,Gas Utilities,Silver Services operates regulated electric transmission and distribution,48.74,26.0,0.45,22.6,LOW,1000000
427,TOR,White Services Inc.,Utilities,Water Utilities,White Services distributes natural gas to residential and commercial customers,33.33,0.1,0.39,17.8,LOW,1000000
428,NPY,New Power Inc.,Utilities,Renewable Power Generation,New Power operates water treatment and municipal water supply infrastructure,0.5,22.72,0.58,16.8,LOW,1000000
429,POFT,Zero Force Inc.,Utilities,Electric Utilities,"Zero Force generates electricity from solar, wind, and hydro sources",20.77,7.94,0.35,20.4,HIGH,1000000
430,PNZH,Modern Finance Inc.,Utilities,Gas Utilities,Modern Finance operates a nuclear power generation fleet,32.92,0.1,0.48,20.4,LOW,1000000
431,CLE,Main Labs Inc.,Utilities,Water Utilities,Main Labs operates regulated electric transmission and distribution,18.67,18.13,0.54,15.1,LOW,1000000
432,TSU,Ideal Optima Inc.,Utilities,Renewable Power Generation,Ideal Optima distributes natural gas to residential and commercial customers,0.5,0.1,0.56,11.6,LOW,1000000
433,AVJU,Nord IQ Inc.,Utilities,Electric Utilities,Nord IQ operates water treatment and municipal water supply infrastructure,38.36,5.42,0.57,14.1,LOW,1000000
434,QQB,Silver Capital Inc.,Utilities,Gas Utilities,"Silver Capital generates electricity from solar, wind, and hydro sources",0.5,24.44,0.37,21.7,MEDIUM,1000000
435,ZTOC,Pro Group Inc.,Utilities,Water Utilities,Pro Group operates a nuclear power generation fleet,0.5,19.69,0.47,14.8,LOW,1000000
436,GKLS,Green One Inc.,Utilities,Renewable Power Generation,Green One operates regulated electric transmission and distribution,4.77,1.52,0.29,15.3,LOW,1000000
437,GGL,Vital Wave Inc.,Utilities,Electric Utilities,Vital Wave distributes natural gas to residential and commercial customers,0.5,13.91,0.38,16.1,MEDIUM,1000000
438,PAHZ,True Technologies Inc.,Utilities,Gas Utilities,True Technologies operates water treatment and municipal water supply infrastructure,27.38,10.88,0.61,16.7,LOW,1000000
439,RES,Edge Crest Inc.,Utilities,Water Utilities,"Edge Crest generates electricity from solar, wind, and hydro sources",3.61,3.33,0.44,14.0,LOW,1000000
440,ASCL,Beacon Hub Inc.,Utilities,Renewable Power Generation,Beacon Hub operates a nuclear power generation fleet,33.94,22.0,0.5,21.8,MEDIUM,1000000
441,QZSR,Orbit Reach Inc.,Utilities,Electric Utilities,Orbit Reach operates regulated electric transmission and distribution,19.52,12.22,0.6,14.3,MEDIUM,1000000
442,BRAK,Metro Services Inc.,Utilities,Gas Utilities,Metro Services distributes natural gas to residential and commercial customers,25.17,6.23,0.58,12.3,LOW,1000000
443,GJZC,New Optima Inc.,Utilities,Water Utilities,New Optima operates water treatment and municipal water supply infrastructure,38.34,21.03,0.57,13.3,LOW,1000000
444,BXH,Rise Logic Inc.,Utilities,Renewable Power Generation,"Rise Logic generates electricity from solar, wind, and hydro sources",4.96,0.1,0.45,16.2,LOW,1000000
445,VQWX,Blue Works Inc.,Utilities,Electric Utilities,Blue Works operates a nuclear power generation fleet,69.4,28.87,0.34,15.9,LOW,1000000
446,SNR,Ultra Shield Inc.,Utilities,Gas Utilities,Ultra Shield operates regulated electric transmission and distribution,80.93,34.1,0.47,19.9,LOW,1000000
447,LDQP,Vital Tech Inc.,Utilities,Water Utilities,Vital Tech distributes natural gas to residential and commercial customers,0.5,0.1,0.47,19.1,LOW,1000000
448,ZZDY,Horizon Holdings Inc.,Utilities,Renewable Power Generation,Horizon Holdings operates water treatment and municipal water supply infrastructure,15.13,0.48,0.62,19.0,LOW,1000000
449,STW,Pioneer World Inc.,Utilities,Electric Utilities,"Pioneer World generates electricity from solar, wind, and hydro sources",97.53,0.1,0.31,19.3,LOW,1000000
450,DEDA,True Sciences Inc.,Utilities,Gas Utilities,True Sciences operates a nuclear power generation fleet,23.48,16.66,0.43,22.1,LOW,1000000
451,CUDV,Red Smart Inc.,Real Estate,Commercial REITs,Red Smart owns and manages Class A commercial office properties,0.5,9.89,0.77,22.9,MEDIUM,1000000
452,ATA,Metro Works Inc.,Real Estate,Residential REITs,Metro Works owns and operates apartment communities in major metros,65.38,3.01,0.57,36.6,MEDIUM,1000000
453,WMIL,Lumen Media Inc.,Real Estate,Industrial & Logistics REITs,Lumen Media owns a portfolio of industrial and logistics warehouses,12.3,0.1,0.8,29.6,LOW,1000000
454,NLV,Crest Trust Inc.,Real Estate,Diversified Real Estate,Crest Trust develops and leases retail shopping centre properties,0.5,11.95,1.09,27.7,LOW,1000000
455,ELW,Mid Networks Inc.,Real Estate,Commercial REITs,Mid Networks operates data centre facilities and co-location services,55.1,0.1,0.93,35.2,LOW,1000000
456,VLSC,Sterling Works Inc.,Real Estate,Residential REITs,Sterling Works manages senior housing and healthcare facility properties,0.5,8.4,1.05,20.3,HIGH,1000000
457,PSFL,Macro Holdings Inc.,Real Estate,Industrial & Logistics REITs,Macro Holdings owns and manages Class A commercial office properties,28.75,0.1,0.69,7.6,MEDIUM,1000000
458,SQC,Wide Link Inc.,Real Estate,Diversified Real Estate,Wide Link owns and operates apartment communities in major metros,1.5,0.94,0.77,5.0,LOW,1000000
459,TXO,Vertex Track Inc.,Real Estate,Commercial REITs,Vertex Track owns a portfolio of industrial and logistics warehouses,35.46,15.38,1.09,44.3,LOW,1000000
460,SYHE,Golden World Inc.,Real Estate,Residential REITs,Golden World develops and leases retail shopping centre properties,14.35,12.86,0.93,41.4,LOW,1000000
461,PMF,Vertex One Inc.,Real Estate,Industrial & Logistics REITs,Vertex One operates data centre facilities and co-location services,12.23,3.45,0.64,31.1,LOW,1000000
462,QOVB,Hawk Care Inc.,Real Estate,Diversified Real Estate,Hawk Care manages senior housing and healthcare facility properties,42.01,0.1,0.82,25.8,LOW,1000000
463,ICCZ,Horizon Shield Inc.,Real Estate,Commercial REITs,Horizon Shield owns and manages Class A commercial office properties,2.88,0.1,0.79,42.4,LOW,1000000
464,TJAT,Next Labs Inc.,Real Estate,Residential REITs,Next Labs owns and operates apartment communities in major metros,18.06,0.1,1.15,16.9,MEDIUM,1000000
465,DSHN,Silver Equities Inc.,Real Estate,Industrial & Logistics REITs,Silver Equities owns a portfolio of industrial and logistics warehouses,52.53,12.21,0.76,15.0,LOW,1000000
466,MRY,Wide Group Inc.,Real Estate,Diversified Real Estate,Wide Group develops and leases retail shopping centre properties,12.62,14.45,0.5,36.6,LOW,1000000
467,PMS,Rock Optima Inc.,Real Estate,Commercial REITs,Rock Optima operates data centre facilities and co-location services,17.69,10.59,1.0,8.6,MEDIUM,1000000
468,AQD,Jade Tech Inc.,Real Estate,Residential REITs,Jade Tech manages senior housing and healthcare facility properties,41.7,6.09,0.7,21.1,LOW,1000000
469,AFH,Eagle Health Inc.,Real Estate,Industrial & Logistics REITs,Eagle Health owns and manages Class A commercial office properties,16.58,0.1,0.77,40.0,LOW,1000000
470,SQAE,Nord Therapeutics Inc.,Real Estate,Diversified Real Estate,Nord Therapeutics owns and operates apartment communities in major metros,61.33,0.1,0.69,40.7,LOW,1000000
471,ELWX,Rapid Systems Inc.,Real Estate,Commercial REITs,Rapid Systems owns a portfolio of industrial and logistics warehouses,49.17,7.35,1.03,6.9,LOW,1000000
472,OAPI,Omni Cast Inc.,Real Estate,Residential REITs,Omni Cast develops and leases retail shopping centre properties,99.38,8.46,1.01,26.5,LOW,1000000
473,OKP,Mono Smart Inc.,Real Estate,Industrial & Logistics REITs,Mono Smart operates data centre facilities and co-location services,13.28,7.38,1.05,15.7,LOW,1000000
474,LYFH,Forge Labs Inc.,Real Estate,Diversified Real Estate,Forge Labs manages senior housing and healthcare facility properties,42.8,0.1,0.93,11.1,HIGH,1000000
475,XEIM,Silver Health Inc.,Real Estate,Commercial REITs,Silver Health owns and manages Class A commercial office properties,53.62,0.1,0.87,22.5,LOW,1000000
476,FAK,Scale Crest Inc.,Real Estate,Residential REITs,Scale Crest owns and operates apartment communities in major metros,0.5,0.1,1.31,28.6,MEDIUM,1000000
477,XCTT,Beacon Pro Inc.,Real Estate,Industrial & Logistics REITs,Beacon Pro owns a portfolio of industrial and logistics warehouses,20.01,9.18,0.87,13.7,LOW,1000000
478,URHE,Forge Analytics Inc.,Real Estate,Diversified Real Estate,Forge Analytics develops and leases retail shopping centre properties,45.02,10.0,1.1,24.7,LOW,1000000
479,DSHG,Echo Health Inc.,Real Estate,Commercial REITs,Echo Health operates data centre facilities and co-location services,0.5,5.46,0.71,22.1,LOW,1000000
480,CBL,Ideal Smart Inc.,Real Estate,Residential REITs,Ideal Smart manages senior housing and healthcare facility properties,38.97,0.1,0.63,20.4,LOW,1000000
481,IFTV,Edge Wave Inc.,Materials,Specialty Chemicals,Edge Wave produces specialty chemicals for industrial and agricultural use,81.91,36.97,1.11,9.3,LOW,1000000
482,CIQT,Red Finance Inc.,Materials,Mining & Metals,"Red Finance mines and refines copper, lithium, and rare earth metals",50.63,0.58,1.23,14.9,HIGH,1000000
483,SRU,Next Networks Inc.,Materials,Steel & Aluminium,Next Networks manufactures flat-rolled steel products for automotive use,63.3,24.87,1.01,16.2,LOW,1000000
484,TPDC,Wind Systems Inc.,Materials,Paper & Packaging,Wind Systems produces aluminium sheet and extrusions for aerospace,58.27,17.31,1.35,20.8,MEDIUM,1000000
485,GGEM,Eagle Hub Inc.,Materials,Specialty Chemicals,Eagle Hub manufactures sustainable paper-based packaging solutions,0.5,33.48,1.2,24.9,MEDIUM,1000000
486,OGRC,Wind Pro Inc.,Materials,Mining & Metals,Wind Pro produces specialty chemicals for industrial and agricultural use,0.5,0.1,1.16,13.5,HIGH,1000000
487,EYBC,Swift Stream Inc.,Materials,Steel & Aluminium,"Swift Stream mines and refines copper, lithium, and rare earth metals",9.08,4.37,1.19,11.2,HIGH,1000000
488,XXQ,Apex Sphere Inc.,Materials,Paper & Packaging,Apex Sphere manufactures flat-rolled steel products for automotive use,0.5,6.12,1.19,18.7,MEDIUM,1000000
489,FWH,Vision Health Inc.,Materials,Specialty Chemicals,Vision Health produces aluminium sheet and extrusions for aerospace,0.5,0.1,1.61,9.1,LOW,1000000
490,PNW,Milestone Care Inc.,Materials,Mining & Metals,Milestone Care manufactures sustainable paper-based packaging solutions,93.65,20.22,0.89,21.5,LOW,1000000
491,CHAL,Summit Logic Inc.,Materials,Steel & Aluminium,Summit Logic produces specialty chemicals for industrial and agricultural use,0.5,21.9,0.82,9.3,HIGH,1000000
492,MEJ,Open Therapeutics Inc.,Materials,Paper & Packaging,"Open Therapeutics mines and refines copper, lithium, and rare earth metals",38.05,2.57,0.92,18.5,HIGH,1000000
493,DXR,Green Cloud Inc.,Materials,Specialty Chemicals,Green Cloud manufactures flat-rolled steel products for automotive use,87.54,0.1,1.39,24.2,MEDIUM,1000000
494,QLLV,Pacific IQ Inc.,Materials,Mining & Metals,Pacific IQ produces aluminium sheet and extrusions for aerospace,78.65,11.1,1.14,22.2,MEDIUM,1000000
495,KOJZ,Star One Inc.,Materials,Steel & Aluminium,Star One manufactures sustainable paper-based packaging solutions,0.5,13.55,1.07,13.2,HIGH,1000000
496,MCXC,Red Secure Inc.,Materials,Paper & Packaging,Red Secure produces specialty chemicals for industrial and agricultural use,82.5,23.35,1.07,5.0,MEDIUM,1000000
497,PXNA,Quest Partners Inc.,Materials,Specialty Chemicals,"Quest Partners mines and refines copper, lithium, and rare earth metals",0.5,26.27,1.37,11.6,LOW,1000000
498,HAXT,World Systems Inc.,Materials,Mining & Metals,World Systems manufactures flat-rolled steel products for automotive use,0.5,12.04,1.02,15.2,HIGH,1000000
499,VQHC,Royal Cast Inc.,Materials,Steel & Aluminium,Royal Cast produces aluminium sheet and extrusions for aerospace,47.32,22.02,1.22,12.1,LOW,1000000
500,TPX,Zenith Dynamics Inc.,Materials,Paper & Packaging,Zenith Dynamics manufactures sustainable paper-based packaging solutions,59.46,41.17,0.97,11.1,HIGH,1000000
